"","SALE_ID","NEIGHBORHOOD_ID","BUILDING_CLASS_FINAL_ROLL","ADDRESS","APARTMENT_NUMBER","ZIP_CODE","RESIDENTIAL_UNITS","COMMERCIAL_UNITS","GROSS_SQUARE_FEET","YEAR_BUILT","SALE_PRICE","SALE_DATE","DESCRIPTION","TYPE","NEIGHBORHOOD_NAME","BOROUGH_ID"
"1",179,235,"B9","639 55 STREET",NA,11220,2,0,3312,1910,510000,2003-01-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"2",180,235,"S9","5711 4 AVENUE",NA,11220,4,2,4806,1931,0,2003-01-02,"SINGLE OR MULTIPLE DWELLING WITH STORES OR OFFICES","MIXED","SUNSET PARK","3"
"3",488,235,"A9","217B 34 STREET",NA,11232,1,0,1260,1910,0,2003-01-03,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"4",489,235,"B9","654 47 STREET",NA,11220,2,0,2739,1920,460000,2003-01-03,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"5",490,235,"C0","348 19 STREET",NA,11215,3,0,2397,1910,0,2003-01-03,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6",491,235,"C1","450 41 STREET",NA,11232,8,0,7980,1907,0,2003-01-03,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"7",1260,235,"C0","539 40 STREET",NA,11232,3,0,3000,1920,0,2003-01-07,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"8",1633,235,"A9","758 52 STREET",NA,11220,1,0,1968,1905,30000,2003-01-08,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"9",1634,235,"B9","640 48 STREET",NA,11220,2,0,1824,1910,450000,2003-01-08,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"10",1999,235,"B9","215 29 STREET",NA,11232,2,0,2370,1905,390500,2003-01-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"11",2000,235,"B9","327 42 STREET",NA,11232,2,0,2340,1910,265000,2003-01-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"12",2001,235,"C0","139 23 STREET",NA,11232,3,0,3600,1899,10,2003-01-09,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"13",2002,235,"K1","512 55 STREET",NA,11220,0,1,360,1931,0,2003-01-09,"ONE STORY RETAIL BUILDING","COMMERCIAL","SUNSET PARK","3"
"14",2433,235,"S2","5711 6 AVENUE",NA,11220,2,1,4032,1910,445000,2003-01-10,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"15",2434,235,"C0","728 44 STREET",NA,11220,3,0,2600,1955,0,2003-01-10,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"16",2435,235,"C3","210 20 STREET","4",11232,4,0,3000,1931,0,2003-01-10,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"17",2749,235,"C0","313 20 STREET",NA,11215,3,0,2412,1905,1e+05,2003-01-12,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"18",2881,235,"B9","213 20 STREET",NA,11232,2,0,1684,1910,0,2003-01-13,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"19",3234,235,"B9","517 62 STREET",NA,11220,2,0,2168,1910,440000,2003-01-14,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"20",3235,235,"S3","5722 6 AVENUE",NA,11220,3,1,4200,1905,550000,2003-01-14,"PRIMARILY 3 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"21",3651,235,"B9","669 48 STREET",NA,11220,2,0,1864,1920,0,2003-01-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"22",3652,235,"D7","638 50 STREET",NA,11220,14,1,0,0,0,2003-01-15,"ELEVATOR APT; SEMI-FIREPROOF WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"23",3653,235,"B2","555 61 STREET",NA,11220,2,0,2432,1925,0,2003-01-15,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"24",3654,235,"C0","225 18 STREET",NA,11215,3,0,1776,1899,0,2003-01-15,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"25",3655,235,"C0","341 43 STREET",NA,11232,3,0,2700,1899,0,2003-01-15,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"26",3656,235,"C0","348 53 STREET",NA,11220,3,0,3708,2001,466440,2003-01-15,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"27",3657,235,"C1","426 49 STREET",NA,11220,8,0,6832,1931,0,2003-01-15,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"28",3658,235,"C1","434 49 STREET",NA,11220,8,0,6832,1931,0,2003-01-15,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"29",4120,235,"C7","5201 6 AVENUE","8",11220,7,1,7248,1909,0,2003-01-16,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"30",4121,235,"C1","723-25 60 STREET",NA,11220,16,0,14290,1924,8e+05,2003-01-16,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"31",4122,235,"C4","750 39 STREET",NA,11232,4,1,2690,1935,4e+05,2003-01-16,"OLD LAW TENEMENT","RESIDENTIAL","SUNSET PARK","3"
"32",4123,235,"K9","767 65 STREET",NA,11220,0,1,6574,1931,1148000,2003-01-16,"MISCELLANEOUS STORE BUILDING","COMMERCIAL","SUNSET PARK","3"
"33",4124,235,NA,"275 21 STREET",NA,11215,0,0,0,0,2750000,2003-01-16,NA,NA,"SUNSET PARK","3"
"34",4573,235,NA,"629 51 STREET",NA,11220,0,0,0,0,0,2003-01-17,NA,NA,"SUNSET PARK","3"
"35",4574,235,"S2","5214 8 AVENUE",NA,11220,2,1,3196,1915,0,2003-01-17,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"36",4575,235,"B1","182 18 STREET",NA,11215,2,0,1326,1910,1e+05,2003-01-17,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"37",4576,235,"B1","182 18 STREET",NA,11215,2,0,1326,1910,66667,2003-01-17,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"38",4577,235,"B1","182 18 STREET",NA,11215,2,0,1326,1910,1e+05,2003-01-17,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"39",4578,235,"B1","182 18 STREET",NA,11215,2,0,1326,1910,133333,2003-01-17,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"40",4579,235,"C2","214 23 STREET",NA,11232,5,0,4050,1910,0,2003-01-17,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"41",4962,235,"C2","528 40 STREET",NA,11232,6,0,4506,1925,270000,2003-01-20,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"42",5151,235,"C2","4402 7 AVENUE",NA,11220,6,0,5280,1914,0,2003-01-21,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"43",5528,235,"B9","656 49 STREET",NA,11220,2,0,2664,1930,435000,2003-01-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"44",5529,235,"B9","750 49 STREET",NA,11220,2,0,3172,1899,0,2003-01-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"45",5530,235,"B9","448 62 STREET",NA,11220,2,0,2475,1915,0,2003-01-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"46",5531,235,"C0","445 58 STREET",NA,11220,3,0,2880,1910,495000,2003-01-22,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"47",5532,235,"C0","451 60 STREET",NA,11220,3,0,3156,1920,480000,2003-01-22,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"48",6001,235,"B2","261 23 STREET",NA,11215,2,0,1800,1901,245000,2003-01-23,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"49",6002,235,"C3","263 18 STREET",NA,11215,4,0,2850,1931,450000,2003-01-23,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"50",6003,235,"C3","263 18 STREET",NA,11215,4,0,2850,1931,275000,2003-01-23,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"51",6414,235,"B9","459 58 STREET",NA,11220,2,0,2880,1910,0,2003-01-24,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"52",6747,235,"B9","134 30 STREET",NA,11232,2,0,1500,1910,0,2003-01-25,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"53",6912,235,"B9","650 44 STREET",NA,11220,2,0,2970,1910,460000,2003-01-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"54",6913,235,"B9","562 46 STREET",NA,11220,2,0,1860,1935,420000,2003-01-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"55",6914,235,"B2","357A 20 STREET",NA,11215,2,0,2025,1910,0,2003-01-27,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"56",7679,235,"A1","306 23 STREET",NA,11215,1,0,985,1901,0,2003-01-28,"TWO STORIES - DETACHED SM OR MID","RESIDENTIAL","SUNSET PARK","3"
"57",7680,235,"S1","6012 8 AVENUE",NA,11220,1,1,1920,1957,0,2003-01-28,"PRIMARILY 1 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"58",7681,235,"S2","5702 5 AVENUE",NA,11220,2,1,4437,1931,0,2003-01-28,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"59",8095,235,"B9","467 45 STREET",NA,11220,2,0,3300,1899,490000,2003-01-29,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"60",8096,235,"C1","336 54 STREET","8",11220,8,0,7084,1931,395000,2003-01-29,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"61",8590,235,"B9","423 52 STREET",NA,11220,2,0,2232,1899,280000,2003-01-30,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"62",8591,235,"C0","5912 7 AVENUE",NA,11220,3,0,3300,1910,0,2003-01-30,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"63",8592,235,"G9","6101 7 AVENUE",NA,11220,0,2,2160,1931,0,2003-01-30,"MISCELLANEOUS GARAGE OR GAS STATION","COMMERCIAL","SUNSET PARK","3"
"64",9143,235,"A1","291 23 STREET",NA,11215,1,0,1326,1910,220000,2003-01-31,"TWO STORIES - DETACHED SM OR MID","RESIDENTIAL","SUNSET PARK","3"
"65",9144,235,"C0","318 43 STREET",NA,11232,3,0,5025,2005,0,2003-01-31,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"66",9554,235,"B9","352 57 STREET",NA,11220,2,0,2772,1915,0,2003-02-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"67",9741,235,"B1","804A 5 AVENUE",NA,11232,2,0,2496,1920,390000,2003-02-03,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"68",9742,235,"B9","424 57 STREET",NA,11220,2,0,2820,1910,0,2003-02-03,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"69",9743,235,"B2","258 17 STREET",NA,11215,2,0,2550,1920,366500,2003-02-03,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"70",9744,235,"G9","769 65 STREET",NA,11220,0,1,2000,1931,499000,2003-02-03,"MISCELLANEOUS GARAGE OR GAS STATION","COMMERCIAL","SUNSET PARK","3"
"71",10133,235,"B3","212 18 STREET",NA,11215,2,0,1200,1910,447000,2003-02-04,"TWO FAMILY CONVERTED FROM ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"72",10134,235,"B9","719 57 STREET",NA,11220,2,0,2760,1930,550000,2003-02-04,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"73",10135,235,"C0","259 23 STREET",NA,11215,3,0,2376,1901,0,2003-02-04,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"74",10136,235,"C0","259 23 STREET",NA,11215,3,0,2376,1901,0,2003-02-04,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"75",10529,235,"S2","768 40 STREET",NA,11232,2,1,2700,1926,372000,2003-02-05,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"76",10530,235,"C7","6302 4 AVENUE",NA,11220,22,1,16200,1915,2518332,2003-02-05,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"77",10531,235,"C7","6302 4 AVENUE",NA,11220,22,1,16200,1915,0,2003-02-05,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"78",10532,235,"C1","6302 4 AVENUE",NA,11220,23,0,17600,1915,2518332,2003-02-05,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"79",10533,235,"C1","6302 4 AVENUE",NA,11220,23,0,17600,1915,0,2003-02-05,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"80",10534,235,"C1","6302 4 AVENUE",NA,11220,23,0,17600,1915,2518332,2003-02-05,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"81",10535,235,"C1","6302 4 AVENUE",NA,11220,23,0,17600,1915,0,2003-02-05,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"82",10953,235,"B9","275 24 STREET",NA,11232,2,0,3128,1910,0,2003-02-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"83",10954,235,"C0","232 27 STREET",NA,11232,3,0,2160,1910,0,2003-02-06,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"84",10955,235,"C0","327 51 STREET",NA,11220,3,0,3000,1910,0,2003-02-06,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"85",10956,235,"C1","359 58 STREET",NA,11220,8,0,6916,1906,90648,2003-02-06,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"86",10957,235,"C1","359 58 STREET",NA,11220,8,0,6916,1906,0,2003-02-06,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"87",10958,235,"S9","5904 5 AVENUE",NA,11220,6,2,7996,1931,8e+05,2003-02-06,"SINGLE OR MULTIPLE DWELLING WITH STORES OR OFFICES","MIXED","SUNSET PARK","3"
"88",11328,235,"C0","412 57 STREET",NA,11220,3,0,3240,1920,5e+05,2003-02-07,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"89",11329,235,"E3","141 20 STREET",NA,11232,0,1,8850,1962,0,2003-02-07,"SEMI-FIREPROOF WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"90",11618,235,"C0","360 47 STREET",NA,11220,3,0,3232,1910,0,2003-02-08,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"91",11801,235,"G9","6101 7 AVENUE",NA,11220,0,2,2160,1931,0,2003-02-10,"MISCELLANEOUS GARAGE OR GAS STATION","COMMERCIAL","SUNSET PARK","3"
"92",12212,235,"B9","658 49 STREET",NA,11220,2,0,2664,1930,463000,2003-02-11,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"93",12213,235,"B9","750 49 STREET",NA,11220,2,0,3172,1899,420000,2003-02-11,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"94",12214,235,"C0","770 42 STREET",NA,11232,3,0,2800,1925,462000,2003-02-11,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"95",12215,235,"E9","3902 4 AVENUE",NA,11232,0,0,2000,2010,255000,2003-02-11,"MISCELLANEOUS WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"96",12609,235,"D7","4022 8 AVENUE",NA,11232,10,1,12440,2010,0,2003-02-12,"ELEVATOR APT; SEMI-FIREPROOF WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"97",12610,235,"B9","322 42 STREET",NA,11232,2,0,1376,1899,190000,2003-02-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"98",12611,235,"B9","452 47 STREET",NA,11220,2,0,2080,1901,0,2003-02-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"99",12612,235,"B9","452 47 STREET",NA,11220,2,0,2080,1901,0,2003-02-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"100",12613,235,"B9","349 53 STREET",NA,11220,2,0,2358,1920,315500,2003-02-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"101",12614,235,"B9","427 62 STREET",NA,11220,2,0,3120,1899,0,2003-02-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"102",12615,235,"C6","574 44TH ST, APT 1D",NA,11220,0,0,0,1914,1e+05,2003-02-12,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"103",13068,235,"B1","721 51 STREET",NA,11220,2,0,3113,1940,610000,2003-02-13,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"104",13069,235,"C1","521 49 STREET","8",11220,8,0,6960,1905,315000,2003-02-13,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"105",13507,235,"B9","150 31 STREET",NA,11232,2,0,1920,1910,450000,2003-02-14,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"106",13508,235,"C1","4717 4 AVENUE",NA,11220,9,0,7300,1923,0,2003-02-14,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"107",13509,235,"C2","5607 6 AVENUE",NA,11220,6,0,4860,1906,0,2003-02-14,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"108",13841,235,"C1","550 40 STREET",NA,11232,19,0,14464,1922,0,2003-02-16,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"109",13957,235,"B2","295 21 STREET",NA,11215,2,0,3360,1899,0,2003-02-18,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"110",13958,235,"B2","721 6 AVENUE",NA,11215,2,0,1900,1930,325000,2003-02-18,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"111",13959,235,"B1","761 39 STREET",NA,11232,2,0,3120,1899,419000,2003-02-18,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"112",13960,235,"C0","678 4 AVENUE",NA,11232,3,0,1680,1911,0,2003-02-18,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"113",13961,235,"C0","680 4 AVENUE",NA,11232,3,0,3240,1911,0,2003-02-18,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"114",13962,235,"S2","5814 8 AVENUE",NA,11220,2,1,3675,1931,0,2003-02-18,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"115",14217,235,"B9","548 47 STREET",NA,11220,2,0,2940,1901,6e+05,2003-02-19,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"116",14218,235,"V0","40 STREET",NA,11232,0,0,0,0,225000,2003-02-19,"ZONED RESIDENTIAL; NOT MANHATTAN","RESIDENTIAL","SUNSET PARK","3"
"117",14561,235,NA,"547 45 STREET",NA,11220,0,0,0,0,750000,2003-02-20,NA,NA,"SUNSET PARK","3"
"118",14562,235,NA,"547 45 STREET",NA,11220,0,0,0,0,0,2003-02-20,NA,NA,"SUNSET PARK","3"
"119",14563,235,NA,"547 45 STREET",NA,11220,0,0,0,0,0,2003-02-20,NA,NA,"SUNSET PARK","3"
"120",14564,235,NA,"547 45 STREET",NA,11220,0,0,0,0,0,2003-02-20,NA,NA,"SUNSET PARK","3"
"121",14565,235,NA,"547 45 STREET",NA,11220,0,0,0,0,0,2003-02-20,NA,NA,"SUNSET PARK","3"
"122",14566,235,"B9","741 45 STREET",NA,11220,2,0,3240,1930,385500,2003-02-20,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"123",14567,235,"B1","719 47 STREET",NA,11220,2,0,3219,1920,538000,2003-02-20,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"124",14568,235,"B9","709 53 STREET",NA,11220,2,0,3480,1910,190000,2003-02-20,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"125",14569,235,"B9","736 57 STREET",NA,11220,2,0,3260,1910,370000,2003-02-20,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"126",15733,235,"B9","539 55 STREET",NA,11220,2,0,2076,1920,280000,2003-02-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"127",15734,235,"B9","731 57 STREET",NA,11220,2,0,2760,1930,5e+05,2003-02-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"128",16018,235,"S5","883 4 AVENUE",NA,11232,5,1,4800,1925,0,2003-02-23,"PRIMARILY 5-6 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"129",16186,235,"B9","611 54 STREET",NA,11220,2,0,3312,1910,548000,2003-02-24,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"130",16611,235,"C0","148 30 STREET",NA,11232,3,0,1920,1910,295000,2003-02-25,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"131",17012,235,"A9","341 49 STREET",NA,11220,1,0,1260,1910,285000,2003-02-26,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"132",17013,235,"B1","748 42 STREET",NA,11232,2,0,2000,1925,0,2003-02-26,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"133",17014,235,"B9","431 64 STREET",NA,11220,2,0,3333,1901,4e+05,2003-02-26,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"134",17502,235,"A5","182A 32 STREET","1",11232,1,0,1855,1987,368000,2003-02-27,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"135",17503,235,"S3","4623 7 AVENUE",NA,11220,3,1,3600,1934,150000,2003-02-27,"PRIMARILY 3 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"136",17504,235,"B9","216 31 STREET",NA,11232,2,0,2090,1910,1e+05,2003-02-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"137",17505,235,"B9","524 53 STREET",NA,11220,2,0,1840,1910,420500,2003-02-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"138",17506,235,"R3","329A 18 STREET","3",11215,1,0,0,2001,261590,2003-02-27,"CONDO; RESIDENTIAL UNIT IN 1-3 STORY BLDG.","RESIDENTIAL","SUNSET PARK","3"
"139",17507,235,"E9","513-27 63 STREET",NA,11220,0,4,14000,1931,1675000,2003-02-27,"MISCELLANEOUS WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"140",18177,235,"B9","663 46 STREET",NA,11220,2,0,3060,1910,440000,2003-02-28,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"141",18178,235,"B9","548 50 STREET",NA,11220,2,0,1440,1899,390000,2003-02-28,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"142",18179,235,"B9","742 51 STREET",NA,11220,2,0,2000,1920,0,2003-02-28,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"143",18180,235,"B1","764 42 STREET",NA,11232,2,0,2032,1925,0,2003-02-28,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"144",18181,235,"C0","195 30 STREET",NA,11232,3,0,3420,1920,544310,2003-02-28,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"145",18182,235,"C0","193A 32 STREET",NA,11232,3,0,2400,1910,465000,2003-02-28,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"146",18183,235,"M9","5212 6 AVENUE",NA,11220,0,1,19693,2007,620000,2003-02-28,"MISCELLANEOUS RELIGIOUS FACILITY","OTHER","SUNSET PARK","3"
"147",18580,235,"B9","645 57 STREET",NA,11220,2,0,3027,1901,40000,2003-03-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"148",19132,235,"C0","333 56 STREET",NA,11220,3,0,2898,1910,0,2003-03-04,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"149",19479,235,"B9","780 44 STREET",NA,11220,2,0,2322,1935,0,2003-03-05,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"150",19480,235,"B9","713 45 STREET",NA,11220,2,0,3576,1930,0,2003-03-05,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"151",19481,235,"B9","427 62 STREET",NA,11220,2,0,3120,1899,0,2003-03-05,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"152",19860,235,"B9","657 46 STREET",NA,11220,2,0,2820,1910,390000,2003-03-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"153",19861,235,"S2","5203 4 AVENUE",NA,11220,2,1,4256,1920,525000,2003-03-06,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"154",19862,235,"B9","654 56 STREET",NA,11220,2,0,2376,1901,550000,2003-03-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"155",19863,235,"B2","350 62 STREET",NA,11220,2,0,4344,1920,0,2003-03-06,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"156",19864,235,"C0","548 54 STREET",NA,11220,3,0,2928,1910,490500,2003-03-06,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"157",19865,235,"C0","421 60 STREET",NA,11220,3,0,3228,1920,550000,2003-03-06,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"158",19866,235,"C0","422 63 STREET",NA,11220,3,0,3060,1901,420000,2003-03-06,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"159",19867,235,"D9","266 22 STREET",NA,11215,22,0,21173,2002,0,2003-03-06,"ELEVATOR APT; MISCELLANEOUS","RESIDENTIAL","SUNSET PARK","3"
"160",19868,235,NA,"266 22 STREET",NA,11215,0,0,0,0,0,2003-03-06,NA,NA,"SUNSET PARK","3"
