"","SALE_ID","NEIGHBORHOOD_ID","BUILDING_CLASS_FINAL_ROLL","ADDRESS","APARTMENT_NUMBER","ZIP_CODE","RESIDENTIAL_UNITS","COMMERCIAL_UNITS","GROSS_SQUARE_FEET","YEAR_BUILT","SALE_PRICE","SALE_DATE","DESCRIPTION","TYPE","NEIGHBORHOOD_NAME","BOROUGH_ID"
"6715",894543,235,"C0","461 36TH STREET",NA,11232,3,0,3000,1901,744000,2011-12-07,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6716",895082,235,"R1","207 22ND STREET","4A",11232,1,0,0,2004,625000,2011-12-09,"CONDO; RESIDENTIAL UNIT IN 2-10 UNIT BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6717",896242,235,"B9","345 59TH STREET",NA,11220,2,0,2400,1930,0,2011-12-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6718",896243,235,"C3","4707 7 AVENUE",NA,11220,4,0,2926,1925,990000,2011-12-15,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6719",896244,235,"R4","5008 7 AVENUE","2B",11220,1,0,0,2008,0,2011-12-15,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6720",896579,235,"B9","255A 19TH STREET",NA,11215,2,0,1440,1899,637000,2011-12-16,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6721",896899,235,"C3","156 30TH   STREET",NA,11232,4,0,3200,1924,0,2011-12-19,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6722",896900,235,"R4","762 41ST ST","3A",11232,1,0,0,2011,398502,2011-12-19,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6723",897182,235,"A9","283 21ST   STREET",NA,11215,1,0,1044,1901,680000,2011-12-20,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6724",897183,235,"B9","462 45 STREET",NA,11220,2,0,2702,1901,919000,2011-12-20,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6725",897184,235,"B9","514 47TH   STREET",NA,11220,2,0,2872,1901,0,2011-12-20,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6726",897185,235,"B1","337 58TH STREET",NA,11220,2,0,3090,1925,690000,2011-12-20,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"6727",897186,235,"B2","735 43RD STREET",NA,11232,2,0,2952,1925,730000,2011-12-20,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"6728",897187,235,"R2","259 21ST STREET","1B",11215,1,0,0,0,635000,2011-12-20,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6729",897188,235,"R5","762 41ST STREET","M1",11232,0,1,0,2010,350000,2011-12-20,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"6730",897189,235,"R5","762 41ST STREET","S1",11232,0,1,0,2011,360000,2011-12-20,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"6731",897759,235,"C0","560 52ND STREET",NA,11220,3,0,3090,1910,990000,2011-12-21,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6732",897760,235,"R4","720 57TH   STREET","3D",11220,1,0,0,2007,302100,2011-12-21,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6733",897761,235,"R4","720 57TH   STREET","4D",11220,1,0,0,2007,302100,2011-12-21,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6734",897762,235,"R1","745 58TH STREET","3",11220,1,0,0,2007,0,2011-12-21,"CONDO; RESIDENTIAL UNIT IN 2-10 UNIT BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6735",898281,235,"B9","713 53RD  STREET",NA,11220,2,0,3480,1910,0,2011-12-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6736",898282,235,"B9","638 56TH   STREET",NA,11220,2,0,3564,1901,960000,2011-12-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6737",898283,235,"C0","5214 7TH AVENUE",NA,11220,3,0,3000,1920,0,2011-12-22,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6738",898284,235,"C6","561 41ST STREET, 1D",NA,11232,0,0,0,1927,240000,2011-12-22,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"6739",898604,235,"S2","683 6 AVENUE",NA,11215,2,1,1800,1899,775000,2011-12-23,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"6740",898724,235,"C0","437 59TH STREET",NA,11220,3,0,2700,1899,0,2011-12-24,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6741",899063,235,"A9","148 20TH STREET",NA,11232,1,0,1000,1925,0,2011-12-28,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6742",899064,235,"B1","773 47TH   STREET",NA,11220,2,0,3348,1920,490000,2011-12-28,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"6743",899065,235,"B9","360 48TH STREET",NA,11220,2,0,2472,1910,0,2011-12-28,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6744",899066,235,"B9","639 58TH STREET",NA,11220,2,0,1516,1915,740000,2011-12-28,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6745",899067,235,"C0","515 52ND   STREET",NA,11220,3,0,2700,1901,0,2011-12-28,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6746",899068,235,"C2","454 40 STREET","6",11232,6,0,4890,1923,4e+05,2011-12-28,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6747",899069,235,"R4","762 41ST   STREET","5A",11232,1,0,0,2011,466440,2011-12-28,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6748",899070,235,"S4","6104 7TH AVENUE",NA,11220,4,1,3300,1931,0,2011-12-28,"PRIMARILY 4 FAMILY WITH 1 STORE OROFFICE","MIXED","SUNSET PARK","3"
"6749",899071,235,"R5","762 41ST   STREET","P8",11232,0,1,0,2011,0,2011-12-28,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"6750",899365,235,"C0","128 23RD STREET",NA,11232,3,0,2800,1910,0,2011-12-29,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6751",899366,235,"C0","469 45TH   STREET",NA,11220,3,0,2820,1899,98571,2011-12-29,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6752",899367,235,"C1","346 21ST STREET",NA,11215,8,0,5884,1931,0,2011-12-29,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"6753",899368,235,"R4","315 20TH   STREET","3D",11215,1,0,0,0,0,2011-12-29,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6754",899670,235,"C1","211 23RD STREET",NA,11232,8,0,7909,2005,2281509,2011-12-30,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"6755",899671,235,"D1","683 4 AVENUE",NA,11232,10,0,24450,2008,1186000,2011-12-30,"ELEVATOR APT; SEMI-FIREPROOF WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"6756",899959,235,"M4","310 PROSPECT PARK WEST",NA,11215,0,1,98112,1968,0,2012-01-03,"CONVENT","OTHER","SUNSET PARK","3"
"6757",900121,235,"C0","223 27TH STREET",NA,11232,3,0,3192,1910,710000,2012-01-04,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6758",900122,235,"R4","638 50TH STREET","5B",11220,1,0,0,2011,380250,2012-01-04,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6759",900316,235,"A5","733 51ST   STREET",NA,11220,1,0,1182,1940,0,2012-01-05,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"6760",900317,235,"C6","605 41ST STREET, Q",NA,11232,0,0,0,1921,0,2012-01-05,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"6761",900520,235,"C2","659 56TH STREET",NA,11220,6,0,4680,1924,1020000,2012-01-06,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6762",900521,235,"RG","638 50TH   STREET","P7",11220,0,0,0,2011,15060,2012-01-06,"INDOOR PARKING","COMMERCIAL","SUNSET PARK","3"
"6763",900742,235,"B9","723 51STREET",NA,11220,2,0,2400,1940,0,2012-01-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6764",900743,235,"B9","558 57TH   STREET",NA,11220,2,0,2360,1910,880000,2012-01-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6765",900744,235,"C0","665 56TH   STREET",NA,11220,3,0,3762,1940,990000,2012-01-09,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6766",900745,235,"R4","638 50TH STREET","4A",11220,1,0,0,2011,286962,2012-01-09,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6767",900746,235,"R4","420 64TH STREET","10D",11220,1,0,0,0,268000,2012-01-09,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6768",900968,235,"B9","762 52ND STREET",NA,11220,2,0,2080,1905,830000,2012-01-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6769",901211,235,"C7","4802 4 AVENUE",NA,11220,7,2,9000,1931,1050000,2012-01-11,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"6770",901580,235,"C2","4312 8 AVENUE",NA,11232,5,0,3246,1931,0,2012-01-12,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6771",901581,235,"R1","548 46TH   STREET","3R",11220,1,0,0,0,403000,2012-01-12,"CONDO; RESIDENTIAL UNIT IN 2-10 UNIT BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6772",901946,235,"C2","345 42ND STREET","4",11232,6,0,3050,1922,680000,2012-01-13,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6773",902312,235,"R4","638 50TH   STREET","4B",11220,1,0,0,2011,356928,2012-01-17,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6774",902313,235,"O9","423 39TH STREET",NA,11232,0,1,8000,2008,1550000,2012-01-17,"MISCELLANEOUS AND OLD STYLE BANK BLDGS.","COMMERCIAL","SUNSET PARK","3"
"6775",902314,235,"RG","638 50TH   STREET","P1",11220,0,0,0,2011,0,2012-01-17,"INDOOR PARKING","COMMERCIAL","SUNSET PARK","3"
"6776",903000,235,"C2","4312 8 AVENUE",NA,11232,5,0,3246,1931,927225,2012-01-19,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6777",903001,235,"C1","649 51ST   STREET",NA,11220,19,0,12560,1924,2268000,2012-01-19,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"6778",903002,235,"R4","729 40TH   STREET","4A",11232,1,0,0,2009,330000,2012-01-19,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6779",903555,235,"C2","368 63RD   STREET",NA,11220,6,0,5549,1927,0,2012-01-23,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6780",903754,235,"S2","5814 5TH AVENUE",NA,11220,2,1,3400,1931,0,2012-01-24,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"6781",904288,235,"B9","571 45 STREET",NA,11220,2,0,3216,1905,140000,2012-01-26,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6782",904289,235,"B2","631 49TH   STREET",NA,11220,2,0,1488,1920,0,2012-01-26,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"6783",904290,235,"B2","631 49TH STREET",NA,11220,2,0,1488,1920,0,2012-01-26,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"6784",904291,235,"R2","320 57TH   STREET","4C",11220,1,0,0,1900,211470,2012-01-26,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6785",904292,235,"R4","629 51ST   STREET","1A",11220,1,0,0,0,253500,2012-01-26,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6786",904693,235,"B9","455 36TH STREET",NA,11232,2,0,2430,1899,795750,2012-01-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6787",904694,235,"E3","180 27TH   STREET",NA,11232,0,1,7836,1960,9e+05,2012-01-27,"SEMI-FIREPROOF WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"6788",905045,235,"B1","400 19TH STREET",NA,11215,2,0,1952,1920,1130000,2012-01-30,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"6789",905046,235,"C2","561 50TH   STREET",NA,11220,6,0,4260,1907,850000,2012-01-30,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6790",905380,235,"B9","625 45TH STREET",NA,11220,2,0,2976,1910,760000,2012-01-31,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6791",905381,235,"C0","659 45TH   STREET",NA,11220,3,0,3600,1910,6e+05,2012-01-31,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6792",905741,235,"B9","662 47TH   STREET",NA,11220,2,0,2979,1920,0,2012-02-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6793",905742,235,"R4","420 64TH STREET","PH6",11220,1,0,0,0,355000,2012-02-01,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6794",906023,235,"A9","333 43RD STREET",NA,11232,1,0,1394,1899,0,2012-02-02,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6795",906024,235,"B9","553 59TH   STREET",NA,11220,2,0,3180,1899,960000,2012-02-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6796",906025,235,"C1","525 56TH   STREET",NA,11220,8,0,7000,1906,830000,2012-02-02,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"6797",906026,235,"K9","750 5 AVENUE",NA,11232,0,1,4000,1955,1625000,2012-02-02,"MISCELLANEOUS STORE BUILDING","COMMERCIAL","SUNSET PARK","3"
"6798",906027,235,"K9","751 5 AVENUE",NA,11232,0,1,3500,1960,0,2012-02-02,"MISCELLANEOUS STORE BUILDING","COMMERCIAL","SUNSET PARK","3"
"6799",906280,235,"C0","5512 6 AVENUE",NA,11220,3,0,3330,1901,0,2012-02-03,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6800",906447,235,"C7","4405 5TH AVENUE",NA,11220,7,1,5132,1926,0,2012-02-05,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"6801",906448,235,"C7","4405 5 AVENUE",NA,11220,7,1,5132,1926,0,2012-02-05,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"6802",906521,235,"B9","638 44TH   STREET",NA,11220,2,0,2964,1910,650000,2012-02-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6803",906746,235,"B1","214 32ND   STREET",NA,11232,2,0,2086,1910,0,2012-02-07,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"6804",906747,235,"B2","769 42ND STREET",NA,11232,2,0,1320,1901,499900,2012-02-07,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"6805",906748,235,"R4","629 51ST   STREET","3D",11220,1,0,0,0,278850,2012-02-07,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6806",906979,235,"A9","232 26TH   STREET",NA,11232,1,0,1300,1910,285500,2012-02-08,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6807",906980,235,"B1","640 56TH STREET",NA,11220,2,0,3564,1901,0,2012-02-08,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"6808",906981,235,"C0","317 45TH STREET",NA,11220,3,0,2832,1899,0,2012-02-08,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6809",906982,235,"R1","538 57TH   STREET","1",11220,1,0,0,1920,283920,2012-02-08,"CONDO; RESIDENTIAL UNIT IN 2-10 UNIT BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6810",907437,235,"B1","640 56TH STREET",NA,11220,2,0,3564,1901,920000,2012-02-09,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"6811",907712,235,"B9","803 5 AVENUE",NA,11232,2,0,2400,1930,10000,2012-02-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6812",907713,235,"B9","766 51ST STREET",NA,11220,2,0,2400,1930,10,2012-02-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6813",907714,235,"B9","5712 7TH AVE",NA,11220,2,0,2000,1910,10,2012-02-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6814",907715,235,"B9","5714 7TH AVE",NA,11220,2,0,2216,1910,0,2012-02-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6815",907716,235,"B9","5716 7TH AVE",NA,11220,2,0,2000,1910,10,2012-02-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6816",907717,235,"B9","682 58TH STREET",NA,11220,2,0,2448,1930,10,2012-02-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6817",907718,235,"B9","622 59TH   STREET",NA,11220,2,0,3192,1901,0,2012-02-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6818",907719,235,"R1","745 58TH STREET","2",11220,1,0,0,2007,0,2012-02-10,"CONDO; RESIDENTIAL UNIT IN 2-10 UNIT BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6819",907720,235,"R8","745 58TH STREET","1",11220,0,1,0,2007,0,2012-02-10,"CONDO; COMML.UNIT OF 2-10 UNIT BLDG.","COMMERCIAL","SUNSET PARK","3"
"6820",908326,235,"C0","640 60TH   STREET",NA,11220,3,0,3168,1925,885000,2012-02-14,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6821",908327,235,"S9","5401 6 AVENUE",NA,11220,2,2,4000,1930,0,2012-02-14,"SINGLE OR MULTIPLE DWELLING WITH STORES OR OFFICES","MIXED","SUNSET PARK","3"
"6822",908569,235,"A9","422 52ND   STREET",NA,11220,1,0,1854,1920,480000,2012-02-15,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6823",908570,235,"B9","739 45TH   STREET",NA,11220,2,0,3240,1930,0,2012-02-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6824",908930,235,"B1","618 6 AVENUE",NA,11215,2,0,2295,1899,0,2012-02-16,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"6825",908931,235,"C0","191 32 STREET",NA,11232,3,0,3072,1910,0,2012-02-16,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6826",908932,235,"V0","325 20TH   STREET",NA,11215,0,0,0,0,470000,2012-02-16,"ZONED RESIDENTIAL; NOT MANHATTAN","RESIDENTIAL","SUNSET PARK","3"
"6827",908933,235,"V0","323 20TH   STREET",NA,11215,0,0,0,0,0,2012-02-16,"ZONED RESIDENTIAL; NOT MANHATTAN","RESIDENTIAL","SUNSET PARK","3"
"6828",909213,235,"K9","5704 8TH AVENUE",NA,11220,0,2,3120,1931,0,2012-02-17,"MISCELLANEOUS STORE BUILDING","COMMERCIAL","SUNSET PARK","3"
"6829",909418,235,"C3","765 41ST STREET",NA,11232,4,0,3224,1926,0,2012-02-18,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6830",909617,235,"B9","617 57TH STREET",NA,11220,2,0,2018,1910,0,2012-02-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6831",909618,235,"C2","674 56TH STREET",NA,11220,5,0,5240,1910,8e+05,2012-02-21,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6832",909830,235,"R4","638 50TH STREET","2A",11220,1,0,0,2011,324480,2012-02-22,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6833",909831,235,"RG","638 50TH   STREET","P5",11220,0,0,0,2011,0,2012-02-22,"INDOOR PARKING","COMMERCIAL","SUNSET PARK","3"
"6834",910136,235,"C3","457 48 STREET",NA,11220,4,0,5440,1928,0,2012-02-23,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6835",910137,235,"C6","759 42 STREET, 12",NA,11232,0,0,0,1926,280000,2012-02-23,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"6836",910390,235,"C0","769 39TH   STREET",NA,11232,3,0,2232,1901,610000,2012-02-24,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6837",910391,235,"R4","629 51ST   STREET","4D",11220,1,0,0,0,278000,2012-02-24,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6838",910652,235,"B9","465 58TH STREET",NA,11220,2,0,2880,1910,780000,2012-02-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6839",910653,235,"S5","5519 4 AVENUE",NA,11220,5,1,5850,1902,880000,2012-02-27,"PRIMARILY 5-6 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"6840",910944,235,"C6","683 41 STREET, 32",NA,11232,0,0,0,1924,160000,2012-02-28,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"6841",910945,235,"E9","147 28TH STREET",NA,11232,0,1,5600,2005,225000,2012-02-28,"MISCELLANEOUS WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"6842",911312,235,"C0","724 57TH STREET",NA,11220,3,0,3300,1910,114000,2012-02-29,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6843",911690,235,"A9","352 52ND   STREET",NA,11220,1,0,1200,1920,430000,2012-03-01,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6844",911691,235,"B9","729 58TH STREET",NA,11220,2,0,2675,1915,0,2012-03-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6845",911964,235,"B9","658 51ST STREET",NA,11220,2,0,3192,1905,0,2012-03-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6846",911965,235,"C0","333 48TH STREET",NA,11220,3,0,3096,1910,0,2012-03-02,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6847",912219,235,"B9","130 18TH ST",NA,11215,2,0,2340,1910,0,2012-03-05,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6848",912220,235,"B9","650 45TH   STREET",NA,11220,2,0,3076,1910,8e+05,2012-03-05,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6849",912221,235,"B9","514 51ST   STREET",NA,11220,2,0,2792,1905,735000,2012-03-05,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6850",912469,235,"A9","210 30 STREET",NA,11232,1,0,1530,1910,585000,2012-03-06,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6851",912470,235,"B9","214 19TH STREET",NA,11232,2,0,1404,1910,0,2012-03-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6852",912471,235,"B9","163 23RD   STREET",NA,11232,2,0,2160,1899,620000,2012-03-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6853",912472,235,"B9","256 22ND STREET",NA,11215,2,0,1562,1901,787000,2012-03-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6854",912473,235,"R4","729 40TH   STREET","2A",11232,1,0,0,2009,304200,2012-03-06,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6855",912848,235,"C0","647 50TH   STREET",NA,11220,3,0,3072,1899,625000,2012-03-07,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6856",912849,235,"C6","4401 4TH AVENUE, D-1",NA,11220,0,0,0,1912,230000,2012-03-07,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"6857",912850,235,"R2","313 23RD   STREET","2C",11215,1,0,0,0,355000,2012-03-07,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6858",912851,235,"R4","638 50TH STREET","5A",11220,1,0,0,2011,385320,2012-03-07,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6859",912852,235,"E3","6013 7 AVENUE",NA,11220,0,1,10000,1923,4e+06,2012-03-07,"SEMI-FIREPROOF WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"6860",913542,235,"B9","165 23RD STREET",NA,11232,2,0,2160,1899,749500,2012-03-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6861",913543,235,"B9","471 48TH   STREET",NA,11220,2,0,2112,1910,576000,2012-03-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"6862",913544,235,"R4","420 64TH   STREET","6G",11220,1,0,0,0,175000,2012-03-09,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"6863",913834,235,"C0","431 60TH STREET",NA,11220,3,0,3156,1920,0,2012-03-12,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6864",913835,235,"C3","461 51ST STREET",NA,11220,4,0,2781,1931,10,2012-03-12,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"6865",913836,235,"R2","320 57TH   STREET","4D",11220,1,0,0,1900,211470,2012-03-12,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
